target_id,human_symbol,status,mapping_ambiguous,mouse_symbols,mgi_accession_ids,phenotyping_data_available,distinct_significant_mp_terms_sum,successful_statistical_results,distinct_tested_parameters_max,distinct_tested_procedures_max,homozygous_tested_procedures,eligible_observed_zero,impc_release,release_date
1642,HAMP,mapped_no_phenotyping,True,Hamp|Hamp2,MGI:1933533|MGI:2153530,False,0,0,0,0,0,False,DR24,2026-03-16
5422,HAO1,mapped_no_phenotyping,False,Hao1,MGI:96011,False,0,0,0,0,0,False,DR24,2026-03-16
4516,HBA1,mapped_no_phenotyping,True,Hba-a1|Hba-a2,MGI:96015|MGI:96016,False,0,0,0,0,0,False,DR24,2026-03-16
3618,HBB,phenotyped_no_significant_phenotype,True,Hbb-bs|Hbb-bt,MGI:5474850|MGI:5474852,True,0,119,119,12,12,False,DR24,2026-03-16
4373,HCRTR1,mapped_no_phenotyping,False,Hcrtr1,MGI:2385650,False,0,0,0,0,0,False,DR24,2026-03-16
17256,HCRTR2,mapped_no_phenotyping,False,Hcrtr2,MGI:2680765,False,0,0,0,0,0,False,DR24,2026-03-16
3984,HDAC6,mapped_no_phenotyping,False,Hdac6,MGI:1333752,False,0,0,0,0,0,False,DR24,2026-03-16
1867,HES6,mapped_no_phenotyping,False,Hes6,MGI:1859852,False,0,0,0,0,0,False,DR24,2026-03-16
1937,HGF,mapped_no_phenotyping,False,Hgf,MGI:96079,False,0,0,0,0,0,False,DR24,2026-03-16
5,HMGCR,mapped_no_phenotyping,False,Hmgcr,MGI:96159,False,0,0,0,0,0,False,DR24,2026-03-16
4270,HRH2,mapped_no_phenotyping,False,Hrh2,MGI:108482,False,0,0,0,0,0,False,DR24,2026-03-16
3173,HRH3,mapped_no_phenotyping,False,Hrh3,MGI:2139279,False,0,0,0,0,0,False,DR24,2026-03-16
2268,HSD11B1,mapped_no_phenotyping,False,Hsd11b1,MGI:103562,False,0,0,0,0,0,False,DR24,2026-03-16
1520,HTR1A,phenotyped_no_significant_phenotype,False,Htr1a,MGI:96273,True,0,257,255,23,23,True,DR24,2026-03-16
3301,HTR2A,mapped_no_phenotyping,False,Htr2a,MGI:109521,False,0,0,0,0,0,False,DR24,2026-03-16
6858,HTR2C,mapped_no_phenotyping,False,Htr2c,MGI:96281,False,0,0,0,0,0,False,DR24,2026-03-16
22720,HTR6,mapped_no_phenotyping,False,Htr6,MGI:1196627,False,0,0,0,0,0,False,DR24,2026-03-16
5961,HTRA3,phenotyped_no_significant_phenotype,False,Htra3,MGI:1925808,True,0,106,106,8,8,False,DR24,2026-03-16
1133,ICAM1,mapped_no_phenotyping,False,Icam1,MGI:96392,False,0,0,0,0,0,False,DR24,2026-03-16
2378,ICAM2,phenotyped_no_significant_phenotype,False,Icam2,MGI:96394,True,0,159,159,11,11,False,DR24,2026-03-16
4861,IFNB1,mapped_no_phenotyping,False,Ifnb1,MGI:107657,False,0,0,0,0,0,False,DR24,2026-03-16
1456,IFNL1,mapped_no_phenotyping,False,Ifnl2,MGI:3647279,False,0,0,0,0,0,False,DR24,2026-03-16
1320,IGF1,mapped_no_phenotyping,False,Igf1,MGI:96432,False,0,0,0,0,0,False,DR24,2026-03-16
4853,IGF1R,mapped_no_phenotyping,False,Igf1r,MGI:96433,False,0,0,0,0,0,False,DR24,2026-03-16
1688,IGHE,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
7091,IGHG1,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
3455,IGLC2,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
2040,IL10,mapped_no_phenotyping,False,Il10,MGI:96537,False,0,0,0,0,0,False,DR24,2026-03-16
19453,IL11RA,mapped_no_phenotyping,True,Il11ra1|Il11ra2|Il11ra3,MGI:107426|MGI:109123|MGI:3801997,False,0,0,0,0,0,False,DR24,2026-03-16
7105,IL17C,mapped_no_phenotyping,False,Il17c,MGI:2446486,False,0,0,0,0,0,False,DR24,2026-03-16
5500,IL17D,mapped_no_phenotyping,False,Il17d,MGI:2446510,False,0,0,0,0,0,False,DR24,2026-03-16
1242,IL18,phenotyped_no_significant_phenotype,False,Il18,MGI:107936,True,0,181,181,19,19,True,DR24,2026-03-16
1377,IL1B,mapped_no_phenotyping,False,Il1b,MGI:96543,False,0,0,0,0,0,False,DR24,2026-03-16
4100,IL1RAP,mapped_no_phenotyping,False,Il1rap,MGI:104975,False,0,0,0,0,0,False,DR24,2026-03-16
1155,IL23A,mapped_no_phenotyping,False,Il23a,MGI:1932410,False,0,0,0,0,0,False,DR24,2026-03-16
1802,IL2RG,mapped_no_phenotyping,False,Il2rg,MGI:96551,False,0,0,0,0,0,False,DR24,2026-03-16
3830,IL3RA,phenotyped_no_significant_phenotype,False,Il3ra,MGI:96553,True,0,147,147,16,16,True,DR24,2026-03-16
5222,IL4R,mapped_no_phenotyping,False,Il4ra,MGI:105367,False,0,0,0,0,0,False,DR24,2026-03-16
1807,IL5,mapped_no_phenotyping,False,Il5,MGI:96557,False,0,0,0,0,0,False,DR24,2026-03-16
6665,IL5RA,mapped_no_phenotyping,False,Il5ra,MGI:96558,False,0,0,0,0,0,False,DR24,2026-03-16
406,IL6,phenotyped_no_significant_phenotype,False,Il6,MGI:96559,True,0,181,181,19,19,True,DR24,2026-03-16
77,IL6R,current_significant_phenotype,False,Il6ra,MGI:105304,True,4,320,296,22,21,False,DR24,2026-03-16
2365,IL7R,mapped_no_phenotyping,False,Il7r,MGI:96562,False,0,0,0,0,0,False,DR24,2026-03-16
20900,IMPDH1,mapped_no_phenotyping,False,Impdh1,MGI:96567,False,0,0,0,0,0,False,DR24,2026-03-16
19548,INHA,mapped_no_phenotyping,False,Inha,MGI:96569,False,0,0,0,0,0,False,DR24,2026-03-16
6027,INHBA,mapped_no_phenotyping,False,Inhba,MGI:96570,False,0,0,0,0,0,False,DR24,2026-03-16
6525,INPP5D,phenotyped_no_significant_phenotype,False,Inpp5d,MGI:107357,True,0,7,7,2,2,False,DR24,2026-03-16
17836,INSC,mapped_no_phenotyping,False,Insc,MGI:1917942,False,0,0,0,0,0,False,DR24,2026-03-16
727,INSR,mapped_no_phenotyping,False,Insr,MGI:96575,False,0,0,0,0,0,False,DR24,2026-03-16
1527,ITGB7,mapped_no_phenotyping,False,Itgb7,MGI:96616,False,0,0,0,0,0,False,DR24,2026-03-16
4648,JAK1,mapped_no_phenotyping,False,Jak1,MGI:96628,False,0,0,0,0,0,False,DR24,2026-03-16
2878,JAK2,mapped_no_phenotyping,False,Jak2,MGI:96629,False,0,0,0,0,0,False,DR24,2026-03-16
17502,KAT6A,mapped_no_phenotyping,False,Kat6a,MGI:2442415,False,0,0,0,0,0,False,DR24,2026-03-16
2053,KCNA3,mapped_no_phenotyping,False,Kcna3,MGI:96660,False,0,0,0,0,0,False,DR24,2026-03-16
2662,KCNQ1,mapped_no_phenotyping,False,Kcnq1,MGI:108083,False,0,0,0,0,0,False,DR24,2026-03-16
6045,KCNQ2,mapped_no_phenotyping,False,Kcnq2,MGI:1309503,False,0,0,0,0,0,False,DR24,2026-03-16
1300,KDR,mapped_no_phenotyping,False,Kdr,MGI:96683,False,0,0,0,0,0,False,DR24,2026-03-16
2515,KEAP1,mapped_no_phenotyping,False,Keap1,MGI:1858732,False,0,0,0,0,0,False,DR24,2026-03-16
4764,KHK,mapped_no_phenotyping,False,Khk,MGI:1096353,False,0,0,0,0,0,False,DR24,2026-03-16
18251,KIR2DL1,phenotyped_no_significant_phenotype,True,Kir3dl1|Kir3dl2,MGI:2652397|MGI:3612791,True,0,12,7,2,2,False,DR24,2026-03-16
16790,KIR3DL2,phenotyped_no_significant_phenotype,True,Kir3dl1|Kir3dl2,MGI:2652397|MGI:3612791,True,0,12,7,2,2,False,DR24,2026-03-16
2936,KIT,mapped_no_phenotyping,False,Kit,MGI:96677,False,0,0,0,0,0,False,DR24,2026-03-16
16979,KLRC1,current_significant_phenotype,True,Klrc1|Klrc2|Klrc3,MGI:1336161|MGI:1336162|MGI:1929720,True,2,412,103,6,6,False,DR24,2026-03-16
2164,KRAS,mapped_no_phenotyping,False,Kras,MGI:96680,False,0,0,0,0,0,False,DR24,2026-03-16
27914,KRT222,mapped_no_phenotyping,False,Krt222,MGI:2442728,False,0,0,0,0,0,False,DR24,2026-03-16
1432,LAG3,mapped_no_phenotyping,False,Lag3,MGI:106588,False,0,0,0,0,0,False,DR24,2026-03-16
2181,LANCL1,phenotyped_no_significant_phenotype,False,Lancl1,MGI:1336997,True,0,130,130,16,16,True,DR24,2026-03-16
1206,LGALS3,phenotyped_no_significant_phenotype,False,Lgals3,MGI:96778,True,0,227,227,17,17,True,DR24,2026-03-16
25708,LILRA4,mapped_no_phenotyping,True,Lilra6|Pira12|Pira13|Pira2,MGI:1195969|MGI:1195970|MGI:3705216|MGI:3709645,False,0,0,0,0,0,False,DR24,2026-03-16
3684,LILRB2,mapped_no_phenotyping,False,Pirb,MGI:894311,False,0,0,0,0,0,False,DR24,2026-03-16
17835,LINC01356,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
27969,LINC02023,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
37,LIPA,mapped_no_phenotyping,False,Lipa,MGI:96789,False,0,0,0,0,0,False,DR24,2026-03-16
24,LPA,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
4525,LRRC4,mapped_no_phenotyping,False,Lrrc4,MGI:2182081,False,0,0,0,0,0,False,DR24,2026-03-16
5582,LRRK2,phenotyped_no_significant_phenotype,False,Lrrk2,MGI:1913975,True,0,106,106,8,8,False,DR24,2026-03-16
17074,MADCAM1,mapped_no_phenotyping,False,Madcam1,MGI:103579,False,0,0,0,0,0,False,DR24,2026-03-16
23775,MAGEA3,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
24674,MAGEA4,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
2467,MALT1,mapped_no_phenotyping,False,Malt1,MGI:2445027,False,0,0,0,0,0,False,DR24,2026-03-16
3543,MAP3K5,mapped_no_phenotyping,False,Map3k5,MGI:1346876,False,0,0,0,0,0,False,DR24,2026-03-16
5623,MAP4K1,mapped_no_phenotyping,False,Map4k1,MGI:1346882,False,0,0,0,0,0,False,DR24,2026-03-16
4231,MAPK10,phenotyped_no_significant_phenotype,False,Mapk10,MGI:1346863,True,0,200,200,14,14,True,DR24,2026-03-16
397,MAPK14,mapped_no_phenotyping,False,Mapk14,MGI:1346865,False,0,0,0,0,0,False,DR24,2026-03-16
3388,MAPK3,mapped_no_phenotyping,False,Mapk3,MGI:1346859,False,0,0,0,0,0,False,DR24,2026-03-16
2970,MAPK8,mapped_no_phenotyping,False,Mapk8,MGI:1346861,False,0,0,0,0,0,False,DR24,2026-03-16
4285,MAPK8IP3,mapped_no_phenotyping,False,Mapk8ip3,MGI:1353598,False,0,0,0,0,0,False,DR24,2026-03-16
3548,MASP2,mapped_no_phenotyping,False,Masp2,MGI:1330832,False,0,0,0,0,0,False,DR24,2026-03-16
2406,MAT1A,mapped_no_phenotyping,False,Mat1a,MGI:88017,False,0,0,0,0,0,False,DR24,2026-03-16
767,MC4R,mapped_no_phenotyping,False,Mc4r,MGI:99457,False,0,0,0,0,0,False,DR24,2026-03-16
5617,MDM2,mapped_no_phenotyping,False,Mdm2,MGI:96952,False,0,0,0,0,0,False,DR24,2026-03-16
6005,MEN1,mapped_no_phenotyping,False,Men1,MGI:1316736,False,0,0,0,0,0,False,DR24,2026-03-16
3625,MET,mapped_no_phenotyping,False,Met,MGI:96969,False,0,0,0,0,0,False,DR24,2026-03-16
17066,METAP2,mapped_no_phenotyping,False,Metap2,MGI:1929701,False,0,0,0,0,0,False,DR24,2026-03-16
27925,METTL25B,mapped_no_phenotyping,False,Mettl25b,MGI:2387197,False,0,0,0,0,0,False,DR24,2026-03-16
6479,MGAM,mapped_no_phenotyping,False,Mgam,MGI:1203495,False,0,0,0,0,0,False,DR24,2026-03-16
27927,MGARP,mapped_no_phenotyping,False,Mgarp,MGI:1914999,False,0,0,0,0,0,False,DR24,2026-03-16
7000,MIR132,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
36737,MIR155HG,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
27951,MIR452,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
429,MMP12,phenotyped_no_significant_phenotype,False,Mmp12,MGI:97005,True,0,123,123,16,16,True,DR24,2026-03-16
1071,MPO,phenotyped_no_significant_phenotype,False,Mpo,MGI:97137,True,0,127,82,6,6,False,DR24,2026-03-16
6258,MRGPRX2,current_significant_phenotype,True,Mrgpra1|Mrgpra3|Mrgpra4|Mrgpra9|Mrgprb1|Mrgprb2|Mrgprb3|Mrgprb4|Mrgprx1|Mrgprx2,MGI:2441674|MGI:2684085|MGI:3033095|MGI:3033100|MGI:3033115|MGI:3033117|MGI:3033119|MGI:3033139|MGI:3033148|MGI:3588270,True,11,698,440,33,33,False,DR24,2026-03-16
16855,MRPL15,mapped_no_phenotyping,False,Mrpl15,MGI:1351639,False,0,0,0,0,0,False,DR24,2026-03-16
3291,MS4A1,mapped_no_phenotyping,False,Ms4a1,MGI:88321,False,0,0,0,0,0,False,DR24,2026-03-16
20944,MSLN,mapped_no_phenotyping,False,Msln,MGI:1888992,False,0,0,0,0,0,False,DR24,2026-03-16
4214,MTNR1A,mapped_no_phenotyping,False,Mtnr1a,MGI:102967,False,0,0,0,0,0,False,DR24,2026-03-16
5186,MUC1,mapped_no_phenotyping,False,Muc1,MGI:97231,False,0,0,0,0,0,False,DR24,2026-03-16
1275,MUC16,mapped_no_phenotyping,False,Muc16,MGI:1920982,False,0,0,0,0,0,False,DR24,2026-03-16
6535,MUC2,mapped_no_phenotyping,False,Muc2,MGI:1339364,False,0,0,0,0,0,False,DR24,2026-03-16
6909,MUC4,mapped_no_phenotyping,False,Muc4,MGI:2153525,False,0,0,0,0,0,False,DR24,2026-03-16
3581,MYH7,mapped_no_phenotyping,False,Myh7,MGI:2155600,False,0,0,0,0,0,False,DR24,2026-03-16
4924,MYLK,mapped_no_phenotyping,False,Mylk,MGI:894806,False,0,0,0,0,0,False,DR24,2026-03-16
22949,NANOG,mapped_no_phenotyping,False,Nanog,MGI:1919200,False,0,0,0,0,0,False,DR24,2026-03-16
17227,NFE4,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
4008,NFKB2,mapped_no_phenotyping,False,Nfkb2,MGI:1099800,False,0,0,0,0,0,False,DR24,2026-03-16
142,NGF,mapped_no_phenotyping,False,Ngf,MGI:97321,False,0,0,0,0,0,False,DR24,2026-03-16
5349,NIF3L1,mapped_no_phenotyping,False,Nif3l1,MGI:1929485,False,0,0,0,0,0,False,DR24,2026-03-16
836,NLRP3,mapped_no_phenotyping,False,Nlrp3,MGI:2653833,False,0,0,0,0,0,False,DR24,2026-03-16
3228,NOB1,mapped_no_phenotyping,False,Nob1,MGI:1914869,False,0,0,0,0,0,False,DR24,2026-03-16
3945,NOX1,phenotyped_no_significant_phenotype,False,Nox1,MGI:2450016,True,0,404,204,20,20,True,DR24,2026-03-16
1717,NPR1,mapped_no_phenotyping,False,Npr1,MGI:97371,False,0,0,0,0,0,False,DR24,2026-03-16
933,NQO1,mapped_no_phenotyping,False,Nqo1,MGI:103187,False,0,0,0,0,0,False,DR24,2026-03-16
1040,NR3C1,mapped_no_phenotyping,False,Nr3c1,MGI:95824,False,0,0,0,0,0,False,DR24,2026-03-16
28561,NTRAS,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
5330,OGA,mapped_no_phenotyping,False,Oga,MGI:1932139,False,0,0,0,0,0,False,DR24,2026-03-16
1180,OLR1,mapped_no_phenotyping,False,Olr1,MGI:1261434,False,0,0,0,0,0,False,DR24,2026-03-16
5376,OPRK1,mapped_no_phenotyping,False,Oprk1,MGI:97439,False,0,0,0,0,0,False,DR24,2026-03-16
261,OPRM1,mapped_no_phenotyping,False,Oprm1,MGI:97441,False,0,0,0,0,0,False,DR24,2026-03-16
27913,OR5M8,mapped_no_phenotyping,False,Or5m8,MGI:3030865,False,0,0,0,0,0,False,DR24,2026-03-16
5844,OSMR,mapped_no_phenotyping,False,Osmr,MGI:1330819,False,0,0,0,0,0,False,DR24,2026-03-16
16870,OSR2,mapped_no_phenotyping,False,Osr2,MGI:1930813,False,0,0,0,0,0,False,DR24,2026-03-16
22281,OVCH1,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
17260,OXGR1,phenotyped_no_significant_phenotype,False,Oxgr1,MGI:2685145,True,0,181,181,19,19,True,DR24,2026-03-16
3872,P2RX3,mapped_no_phenotyping,False,P2rx3,MGI:1097160,False,0,0,0,0,0,False,DR24,2026-03-16
16,P2RY12,mapped_no_phenotyping,False,P2ry12,MGI:1918089,False,0,0,0,0,0,False,DR24,2026-03-16
1419,PDCD1,mapped_no_phenotyping,False,Pdcd1,MGI:104879,False,0,0,0,0,0,False,DR24,2026-03-16
9,PDE3A,mapped_no_phenotyping,False,Pde3a,MGI:1860764,False,0,0,0,0,0,False,DR24,2026-03-16
56,PDE4A,mapped_no_phenotyping,False,Pde4a,MGI:99558,False,0,0,0,0,0,False,DR24,2026-03-16
33,PDE4B,mapped_no_phenotyping,False,Pde4b,MGI:99557,False,0,0,0,0,0,False,DR24,2026-03-16
52,PDE4D,mapped_no_phenotyping,False,Pde4d,MGI:99555,False,0,0,0,0,0,False,DR24,2026-03-16
68,PDE9A,mapped_no_phenotyping,False,Pde9a,MGI:1277179,False,0,0,0,0,0,False,DR24,2026-03-16
3151,PDGFB,mapped_no_phenotyping,False,Pdgfb,MGI:97528,False,0,0,0,0,0,False,DR24,2026-03-16
4146,PGR,mapped_no_phenotyping,False,Pgr,MGI:97567,False,0,0,0,0,0,False,DR24,2026-03-16
2458,PIK3CA,mapped_no_phenotyping,False,Pik3ca,MGI:1206581,False,0,0,0,0,0,False,DR24,2026-03-16
2457,PIK3CD,mapped_no_phenotyping,False,Pik3cd,MGI:1098211,False,0,0,0,0,0,False,DR24,2026-03-16
3669,PIK3R1,mapped_no_phenotyping,False,Pik3r1,MGI:97583,False,0,0,0,0,0,False,DR24,2026-03-16
7001,PIP4P2,mapped_no_phenotyping,False,Pip4p2,MGI:1919769,False,0,0,0,0,0,False,DR24,2026-03-16
19915,PISD,mapped_no_phenotyping,False,Pisd,MGI:2445114,False,0,0,0,0,0,False,DR24,2026-03-16
19452,PKLR,mapped_no_phenotyping,False,Pklr,MGI:97604,False,0,0,0,0,0,False,DR24,2026-03-16
17,PLG,mapped_no_phenotyping,False,Plg,MGI:97620,False,0,0,0,0,0,False,DR24,2026-03-16
27748,PNLIPRP3,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
129,PNPLA3,mapped_no_phenotyping,False,Pnpla3,MGI:2151796,False,0,0,0,0,0,False,DR24,2026-03-16
18737,PORCN,mapped_no_phenotyping,False,Porcn,MGI:1890212,False,0,0,0,0,0,False,DR24,2026-03-16
1272,PPARD,mapped_no_phenotyping,False,Ppard,MGI:101884,False,0,0,0,0,0,False,DR24,2026-03-16
834,PPP1R2B,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
3885,PRDX1,mapped_no_phenotyping,False,Prdx1,MGI:99523,False,0,0,0,0,0,False,DR24,2026-03-16
2234,PRKAA1,mapped_no_phenotyping,False,Prkaa1,MGI:2145955,False,0,0,0,0,0,False,DR24,2026-03-16
1845,PRKAR2B,mapped_no_phenotyping,False,Prkar2b,MGI:97760,False,0,0,0,0,0,False,DR24,2026-03-16
3416,PRKCB,mapped_no_phenotyping,False,Prkcb,MGI:97596,False,0,0,0,0,0,False,DR24,2026-03-16
3634,PROC,mapped_no_phenotyping,False,Proc,MGI:97771,False,0,0,0,0,0,False,DR24,2026-03-16
23511,PSENEN,mapped_no_phenotyping,False,Psenen,MGI:1913590,False,0,0,0,0,0,False,DR24,2026-03-16
3000,PSMB8,mapped_no_phenotyping,False,Psmb8,MGI:1346527,False,0,0,0,0,0,False,DR24,2026-03-16
18463,PSMD1,mapped_no_phenotyping,False,Psmd1,MGI:1917497,False,0,0,0,0,0,False,DR24,2026-03-16
2399,PTEN,mapped_no_phenotyping,False,Pten,MGI:109583,False,0,0,0,0,0,False,DR24,2026-03-16
6877,PTGDR2,mapped_no_phenotyping,False,Ptgdr2,MGI:1330275,False,0,0,0,0,0,False,DR24,2026-03-16
3592,PTGER4,mapped_no_phenotyping,False,Ptger4,MGI:104311,False,0,0,0,0,0,False,DR24,2026-03-16
7299,PTGFR,mapped_no_phenotyping,False,Ptgfr,MGI:97796,False,0,0,0,0,0,False,DR24,2026-03-16
5161,PTGIR,mapped_no_phenotyping,False,Ptgir,MGI:99535,False,0,0,0,0,0,False,DR24,2026-03-16
18,PTGS2,mapped_no_phenotyping,False,Ptgs2,MGI:97798,False,0,0,0,0,0,False,DR24,2026-03-16
398,PTK2,mapped_no_phenotyping,False,Ptk2,MGI:95481,False,0,0,0,0,0,False,DR24,2026-03-16
1519,PTPN11,mapped_no_phenotyping,False,Ptpn11,MGI:99511,False,0,0,0,0,0,False,DR24,2026-03-16
3927,RARA,mapped_no_phenotyping,False,Rara,MGI:97856,False,0,0,0,0,0,False,DR24,2026-03-16
17728,RARG,mapped_no_phenotyping,False,Rarg,MGI:97858,False,0,0,0,0,0,False,DR24,2026-03-16
27922,REEP4,mapped_no_phenotyping,False,Reep4,MGI:1919799,False,0,0,0,0,0,False,DR24,2026-03-16
660,REN,phenotyped_no_significant_phenotype,False,Ren1,MGI:97898,True,0,94,94,14,14,True,DR24,2026-03-16
2736,RET,mapped_no_phenotyping,False,Ret,MGI:97902,False,0,0,0,0,0,False,DR24,2026-03-16
6205,RGMA,mapped_no_phenotyping,False,Rgma,MGI:2679262,False,0,0,0,0,0,False,DR24,2026-03-16
3893,RIPK1,mapped_no_phenotyping,False,Ripk1,MGI:108212,False,0,0,0,0,0,False,DR24,2026-03-16
22789,RNASEH1,mapped_no_phenotyping,False,Rnaseh1,MGI:1335073,False,0,0,0,0,0,False,DR24,2026-03-16
1679,ROCK2,mapped_no_phenotyping,False,Rock2,MGI:107926,False,0,0,0,0,0,False,DR24,2026-03-16
27948,ROGDI,phenotyped_no_significant_phenotype,False,Rogdi,MGI:1913299,True,0,22,22,1,1,False,DR24,2026-03-16
4534,RORC,mapped_no_phenotyping,False,Rorc,MGI:104856,False,0,0,0,0,0,False,DR24,2026-03-16
3154,ROS1,mapped_no_phenotyping,False,Ros1,MGI:97999,False,0,0,0,0,0,False,DR24,2026-03-16
3274,RPSA,mapped_no_phenotyping,False,Rpsa,MGI:105381,False,0,0,0,0,0,False,DR24,2026-03-16
904,RSPO3,mapped_no_phenotyping,False,Rspo3,MGI:1920030,False,0,0,0,0,0,False,DR24,2026-03-16
6888,RTL1,mapped_no_phenotyping,False,Rtl1,MGI:2656842,False,0,0,0,0,0,False,DR24,2026-03-16
1526,RXFP1,mapped_no_phenotyping,False,Rxfp1,MGI:2682211,False,0,0,0,0,0,False,DR24,2026-03-16
21697,RXRB,mapped_no_phenotyping,False,Rxrb,MGI:98215,False,0,0,0,0,0,False,DR24,2026-03-16
2646,S1PR1,mapped_no_phenotyping,False,S1pr1,MGI:1096355,False,0,0,0,0,0,False,DR24,2026-03-16
1504,S1PR5,mapped_no_phenotyping,False,S1pr5,MGI:2150641,False,0,0,0,0,0,False,DR24,2026-03-16
4803,SARDH,phenotyped_no_significant_phenotype,False,Sardh,MGI:2183102,True,0,69,69,8,8,False,DR24,2026-03-16
22186,SC5D,mapped_no_phenotyping,False,Sc5d,MGI:1353611,False,0,0,0,0,0,False,DR24,2026-03-16
27930,SCDP1,no_mouse_mapping,False,,,False,0,0,0,0,0,False,DR24,2026-03-16
5590,SCN10A,mapped_no_phenotyping,False,Scn10a,MGI:108029,False,0,0,0,0,0,False,DR24,2026-03-16
6083,SCN1A,mapped_no_phenotyping,False,Scn1a,MGI:98246,False,0,0,0,0,0,False,DR24,2026-03-16
308,SCN5A,mapped_no_phenotyping,False,Scn5a,MGI:98251,False,0,0,0,0,0,False,DR24,2026-03-16
6086,SCN9A,mapped_no_phenotyping,False,Scn9a,MGI:107636,False,0,0,0,0,0,False,DR24,2026-03-16
1253,SELE,mapped_no_phenotyping,False,Sele,MGI:98278,False,0,0,0,0,0,False,DR24,2026-03-16
1121,SELP,mapped_no_phenotyping,False,Selp,MGI:98280,False,0,0,0,0,0,False,DR24,2026-03-16
1646,SELPLG,mapped_no_phenotyping,False,Selplg,MGI:106689,False,0,0,0,0,0,False,DR24,2026-03-16
48,SERPINA1,mapped_no_phenotyping,True,Serpina1a|Serpina1b|Serpina1c|Serpina1d|Serpina1e,MGI:891967|MGI:891968|MGI:891969|MGI:891970|MGI:891971,False,0,0,0,0,0,False,DR24,2026-03-16
110,SERPINC1,mapped_no_phenotyping,False,Serpinc1,MGI:88095,False,0,0,0,0,0,False,DR24,2026-03-16
51,SERPINH1,mapped_no_phenotyping,False,Serpinh1,MGI:88283,False,0,0,0,0,0,False,DR24,2026-03-16
2998,SESN2,mapped_no_phenotyping,False,Sesn2,MGI:2651874,False,0,0,0,0,0,False,DR24,2026-03-16
17847,SIGLEC8,mapped_no_phenotyping,False,Siglece,MGI:1932475,False,0,0,0,0,0,False,DR24,2026-03-16
18003,SLAMF7,mapped_no_phenotyping,False,Slamf7,MGI:1922595,False,0,0,0,0,0,False,DR24,2026-03-16
5906,SLC11A2,mapped_no_phenotyping,False,Slc11a2,MGI:1345279,False,0,0,0,0,0,False,DR24,2026-03-16
4612,SLC12A3,mapped_no_phenotyping,False,Slc12a3,MGI:108114,False,0,0,0,0,0,False,DR24,2026-03-16
6163,SLC18A2,mapped_no_phenotyping,False,Slc18a2,MGI:106677,False,0,0,0,0,0,False,DR24,2026-03-16
4466,SLC22A12,mapped_no_phenotyping,False,Slc22a12,MGI:1195269,False,0,0,0,0,0,False,DR24,2026-03-16
5400,SLC3A2,mapped_no_phenotyping,False,Slc3a2,MGI:96955,False,0,0,0,0,0,False,DR24,2026-03-16
1730,SLC5A1,mapped_no_phenotyping,False,Slc5a1,MGI:107678,False,0,0,0,0,0,False,DR24,2026-03-16
6155,SLC6A1,mapped_no_phenotyping,False,Slc6a1,MGI:95627,False,0,0,0,0,0,False,DR24,2026-03-16
6393,SLC6A9,mapped_no_phenotyping,False,Slc6a9,MGI:95760,False,0,0,0,0,0,False,DR24,2026-03-16
98,SMAD7,mapped_no_phenotyping,False,Smad7,MGI:1100518,False,0,0,0,0,0,False,DR24,2026-03-16
16890,SMN2,mapped_no_phenotyping,False,Smn1,MGI:109257,False,0,0,0,0,0,False,DR24,2026-03-16
5212,SMPD1,mapped_no_phenotyping,False,Smpd1,MGI:98325,False,0,0,0,0,0,False,DR24,2026-03-16
3651,SNCG,phenotyped_no_significant_phenotype,False,Sncg,MGI:1298397,True,0,272,272,24,24,True,DR24,2026-03-16
1296,SOAT1,mapped_no_phenotyping,False,Soat1,MGI:104665,False,0,0,0,0,0,False,DR24,2026-03-16
1485,SOD1,mapped_no_phenotyping,False,Sod1,MGI:98351,False,0,0,0,0,0,False,DR24,2026-03-16
831,SOD2,mapped_no_phenotyping,False,Sod2,MGI:98352,False,0,0,0,0,0,False,DR24,2026-03-16
7082,SOS1,mapped_no_phenotyping,False,Sos1,MGI:98354,False,0,0,0,0,0,False,DR24,2026-03-16
1082,SOST,mapped_no_phenotyping,False,Sost,MGI:1921749,False,0,0,0,0,0,False,DR24,2026-03-16
