target_id,human_symbol,old_feature_value,new_feature_value,resolved_status,change,mouse_symbols,homozygous_tested_procedures,impc_release,release_date
17094,ARRDC3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Arrdc3,0,DR24,2026-03-16
18795,ARSA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Arsa,0,DR24,2026-03-16
159,ATP4A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Atp4a,0,DR24,2026-03-16
7120,AURKB,0.0,,not_phenotyped,synthetic_zero_to_unknown,Aurkb,0,DR24,2026-03-16
6767,AVPR2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Avpr2,0,DR24,2026-03-16
2030,AXL,,,not_phenotyped,remains_unknown,Axl,0,DR24,2026-03-16
5491,B3GAT2,0.0,,not_phenotyped,synthetic_zero_to_unknown,B3gat2,0,DR24,2026-03-16
27940,B3GNT8,0.0,,not_phenotyped,synthetic_zero_to_unknown,B3gnt8,0,DR24,2026-03-16
5253,B4GALNT1,0.0,,not_phenotyped,synthetic_zero_to_unknown,B4galnt1,0,DR24,2026-03-16
2514,BACE1,,,not_phenotyped,remains_unknown,Bace1,0,DR24,2026-03-16
16824,BCKDK,0.0,,not_phenotyped,synthetic_zero_to_unknown,Bckdk,0,DR24,2026-03-16
1099,BCL11A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Bcl11a,0,DR24,2026-03-16
2247,BCL2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Bcl2,0,DR24,2026-03-16
2867,BCR,0.0,,not_phenotyped,synthetic_zero_to_unknown,Bcr,0,DR24,2026-03-16
1142,BDNF,0.0,,not_phenotyped,synthetic_zero_to_unknown,Bdnf,0,DR24,2026-03-16
5064,BIRC3,,0.0,adequately_phenotyped_no_significant,unknown_to_observed,Birc3,13,DR24,2026-03-16
4281,BPI,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Bpi,16,DR24,2026-03-16
4876,BRAF,0.0,,not_phenotyped,synthetic_zero_to_unknown,Braf,0,DR24,2026-03-16
1531,BRDT,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Brdt,15,DR24,2026-03-16
18470,BTLA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Btla,0,DR24,2026-03-16
174,C1S,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,C1s1|C1s2,0,DR24,2026-03-16
1307,C3,0.0,0.0,adequately_phenotyped_no_significant,unchanged,C3,23,DR24,2026-03-16
247,C5,0.0,1.0,significant_phenotype,synthetic_zero_to_observed,Hc,20,DR24,2026-03-16
2285,C5AR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,C5ar1,0,DR24,2026-03-16
5378,CA8,0.0,4.0,significant_phenotype,synthetic_zero_to_observed,Car8,9,DR24,2026-03-16
7241,CACNA1H,,,not_phenotyped,remains_unknown,Cacna1h,0,DR24,2026-03-16
1880,CALCA,,,not_phenotyped,remains_unknown,Calca,0,DR24,2026-03-16
635,CALCRL,0.0,,not_phenotyped,synthetic_zero_to_unknown,Calcrl,0,DR24,2026-03-16
3955,CAPN1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Capn1,0,DR24,2026-03-16
3252,CASP3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Casp3,0,DR24,2026-03-16
4615,CASP9,0.0,,not_phenotyped,synthetic_zero_to_unknown,Casp9,0,DR24,2026-03-16
2604,CCL11,,,not_phenotyped,remains_unknown,Ccl11,0,DR24,2026-03-16
3819,CCN2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ccn2,0,DR24,2026-03-16
3967,CCND1,,,not_phenotyped,remains_unknown,Ccnd1,0,DR24,2026-03-16
6779,CCR4,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ccr4,0,DR24,2026-03-16
2445,CCR5,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ccr5,0,DR24,2026-03-16
4887,CD1D,0.0,3.0,significant_phenotype,synthetic_zero_to_observed,Cd1d1,12,DR24,2026-03-16
1556,CD274,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd274,0,DR24,2026-03-16
5715,CD3E,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd3e,0,DR24,2026-03-16
1224,CD4,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd4,0,DR24,2026-03-16
1439,CD40,,0.0,adequately_phenotyped_no_significant,unknown_to_observed,Cd40,16,DR24,2026-03-16
1200,CD40LG,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd40lg,0,DR24,2026-03-16
3795,CD44,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd44,0,DR24,2026-03-16
1548,CD47,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd47,0,DR24,2026-03-16
4299,CD70,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cd70,0,DR24,2026-03-16
2947,CDK1,,,not_phenotyped,remains_unknown,Cdk1,0,DR24,2026-03-16
3792,CDK2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cdk2,0,DR24,2026-03-16
2321,CEACAM6,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
11,CETP,,,mapping_unresolved,remains_unknown,,0,DR24,2026-03-16
327,CFTR,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cftr,0,DR24,2026-03-16
4269,CHEK1,,,not_phenotyped,remains_unknown,Chek1,0,DR24,2026-03-16
5634,CHRM1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Chrm1,0,DR24,2026-03-16
5196,CHRM2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Chrm2,0,DR24,2026-03-16
2293,CHRM3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Chrm3,0,DR24,2026-03-16
7009,CKAP2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ckap2,0,DR24,2026-03-16
2188,CLCN2,,,not_phenotyped,remains_unknown,Clcn2,0,DR24,2026-03-16
16756,CLDN2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cldn2,0,DR24,2026-03-16
1870,CMA1,,,not_phenotyped,remains_unknown,Cma1,0,DR24,2026-03-16
1691,COL1A1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Col1a1,0,DR24,2026-03-16
1808,COMP,0.0,,not_phenotyped,synthetic_zero_to_unknown,Comp,0,DR24,2026-03-16
21656,COX6A1,0.0,,insufficient_phenotyping,synthetic_zero_to_unknown,Cox6a1,0,DR24,2026-03-16
2559,CRHR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Crhr1,0,DR24,2026-03-16
17081,CRYL1,0.0,,insufficient_phenotyping,synthetic_zero_to_unknown,Cryl1,5,DR24,2026-03-16
2880,CSF1,,,not_phenotyped,remains_unknown,Csf1,0,DR24,2026-03-16
1363,CSF2,,,insufficient_phenotyping,remains_unknown,Csf2,6,DR24,2026-03-16
17852,CSF2RA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Csf2ra,0,DR24,2026-03-16
5476,CSNK2A1,,,not_phenotyped,remains_unknown,Csnk2a1,0,DR24,2026-03-16
4535,CTLA4,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ctla4,0,DR24,2026-03-16
4452,CTSC,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ctsc,0,DR24,2026-03-16
381,CXCL8,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
1913,CYP11B1,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Cyp11b1|Cyp11b2,0,DR24,2026-03-16
1400,CYP11B2,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Cyp11b1|Cyp11b2,0,DR24,2026-03-16
2578,CYP3A4,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a25|Cyp3a41a|Cyp3a44,13,DR24,2026-03-16
438,CYP46A1,,,not_phenotyped,remains_unknown,Cyp46a1,0,DR24,2026-03-16
22883,CYP51A1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cyp51,0,DR24,2026-03-16
5242,CYP8B1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Cyp8b1,0,DR24,2026-03-16
6254,DAO,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dao,0,DR24,2026-03-16
4660,DCP1B,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Dcp1b,16,DR24,2026-03-16
4104,DCTN3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dctn3,0,DR24,2026-03-16
4337,DECR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Decr1,0,DR24,2026-03-16
2859,DGAT2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dgat2,0,DR24,2026-03-16
446,DHX36,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dhx36,0,DR24,2026-03-16
17897,DLL3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dll3,0,DR24,2026-03-16
2790,DLL4,,,not_phenotyped,remains_unknown,Dll4,0,DR24,2026-03-16
2616,DNMT1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dnmt1,0,DR24,2026-03-16
17379,DPYSL5,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dpysl5,0,DR24,2026-03-16
6509,DRD1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Drd1,0,DR24,2026-03-16
2129,DRD2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Drd2,0,DR24,2026-03-16
4419,DRD4,0.0,,not_phenotyped,synthetic_zero_to_unknown,Drd4,0,DR24,2026-03-16
2437,DSP-AS1,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
370,DUSP6,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dusp6,0,DR24,2026-03-16
23516,DXO,0.0,,not_phenotyped,synthetic_zero_to_unknown,Dxo,0,DR24,2026-03-16
658,DYNC2LI1,,,not_phenotyped,remains_unknown,Dync2li1,0,DR24,2026-03-16
3738,EDNRB,,,not_phenotyped,remains_unknown,Ednrb,0,DR24,2026-03-16
4188,EGLN1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Egln1,0,DR24,2026-03-16
1725,EPHX2,,,not_phenotyped,remains_unknown,Ephx2,0,DR24,2026-03-16
1140,EPOR,,,not_phenotyped,remains_unknown,Epor,0,DR24,2026-03-16
3299,ERBB3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Erbb3,0,DR24,2026-03-16
346,ERBB4,0.0,,not_phenotyped,synthetic_zero_to_unknown,Erbb4,0,DR24,2026-03-16
3601,ERN1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ern1,0,DR24,2026-03-16
27973,ESAM-AS1,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
670,ESR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Esr1,0,DR24,2026-03-16
353,F11,0.0,,not_phenotyped,synthetic_zero_to_unknown,F11,0,DR24,2026-03-16
6637,F12,0.0,,not_phenotyped,synthetic_zero_to_unknown,F12,0,DR24,2026-03-16
1395,F2RL3,,,not_phenotyped,remains_unknown,F2rl3,0,DR24,2026-03-16
1904,F8,0.0,,not_phenotyped,synthetic_zero_to_unknown,F8,0,DR24,2026-03-16
349,F9,0.0,,not_phenotyped,synthetic_zero_to_unknown,F9,0,DR24,2026-03-16
3529,FASN,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fasn,0,DR24,2026-03-16
1719,FCGR3A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fcgr4,0,DR24,2026-03-16
18805,FCGRT,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fcgrt,0,DR24,2026-03-16
1118,FGF1,,,not_phenotyped,remains_unknown,Fgf1,0,DR24,2026-03-16
1141,FGF21,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fgf21,0,DR24,2026-03-16
1849,FGFR2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fgfr2,0,DR24,2026-03-16
3397,FGFR3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Fgfr3,0,DR24,2026-03-16
104,FLT1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Flt1,0,DR24,2026-03-16
18936,GABBR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gabbr1,0,DR24,2026-03-16
367,GABRA1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gabra1,0,DR24,2026-03-16
365,GABRB3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gabrb3,0,DR24,2026-03-16
18221,GBP1,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
1161,GDF15,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Gdf15,18,DR24,2026-03-16
1341,GGT5,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ggt5,0,DR24,2026-03-16
3968,GHSR,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Ghsr,23,DR24,2026-03-16
4120,GLA,0.0,,insufficient_phenotyping,synthetic_zero_to_unknown,Gla,12,DR24,2026-03-16
3823,GLP2R,0.0,,not_phenotyped,synthetic_zero_to_unknown,Glp2r,0,DR24,2026-03-16
6608,GMFB,,,not_phenotyped,remains_unknown,Gmfb,0,DR24,2026-03-16
5594,GNRHR,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gnrhr,0,DR24,2026-03-16
4822,GP5,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gp5,0,DR24,2026-03-16
20843,GPR119,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Gpr119,18,DR24,2026-03-16
6176,GRIA4,,,not_phenotyped,remains_unknown,Gria4,0,DR24,2026-03-16
6513,GRM2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Grm2,0,DR24,2026-03-16
5013,GRM4,,0.0,adequately_phenotyped_no_significant,unknown_to_observed,Grm4,14,DR24,2026-03-16
6207,GRM5,,,insufficient_phenotyping,remains_unknown,Grm5,2,DR24,2026-03-16
5915,GSC,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gsc,0,DR24,2026-03-16
3298,GSK3B,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gsk3b,0,DR24,2026-03-16
3,GUCY1A1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gucy1a1,0,DR24,2026-03-16
6,GUCY1B1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Gucy1b1,0,DR24,2026-03-16
1642,HAMP,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Hamp|Hamp2,0,DR24,2026-03-16
5422,HAO1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hao1,0,DR24,2026-03-16
4516,HBA1,,,mapping_ambiguous,remains_unknown,Hba-a1|Hba-a2,0,DR24,2026-03-16
3618,HBB,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Hbb-bs|Hbb-bt,12,DR24,2026-03-16
4373,HCRTR1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hcrtr1,0,DR24,2026-03-16
17256,HCRTR2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hcrtr2,0,DR24,2026-03-16
3984,HDAC6,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hdac6,0,DR24,2026-03-16
1867,HES6,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hes6,0,DR24,2026-03-16
1937,HGF,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hgf,0,DR24,2026-03-16
5,HMGCR,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hmgcr,0,DR24,2026-03-16
4270,HRH2,,,not_phenotyped,remains_unknown,Hrh2,0,DR24,2026-03-16
3173,HRH3,,,not_phenotyped,remains_unknown,Hrh3,0,DR24,2026-03-16
2268,HSD11B1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Hsd11b1,0,DR24,2026-03-16
1520,HTR1A,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Htr1a,23,DR24,2026-03-16
3301,HTR2A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Htr2a,0,DR24,2026-03-16
6858,HTR2C,0.0,,not_phenotyped,synthetic_zero_to_unknown,Htr2c,0,DR24,2026-03-16
22720,HTR6,0.0,,not_phenotyped,synthetic_zero_to_unknown,Htr6,0,DR24,2026-03-16
5961,HTRA3,0.0,,insufficient_phenotyping,synthetic_zero_to_unknown,Htra3,8,DR24,2026-03-16
1133,ICAM1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Icam1,0,DR24,2026-03-16
2378,ICAM2,0.0,,insufficient_phenotyping,synthetic_zero_to_unknown,Icam2,11,DR24,2026-03-16
4861,IFNB1,,,not_phenotyped,remains_unknown,Ifnb1,0,DR24,2026-03-16
1456,IFNL1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Ifnl2,0,DR24,2026-03-16
1320,IGF1,,,not_phenotyped,remains_unknown,Igf1,0,DR24,2026-03-16
4853,IGF1R,0.0,,not_phenotyped,synthetic_zero_to_unknown,Igf1r,0,DR24,2026-03-16
1688,IGHE,,,mapping_unresolved,remains_unknown,,0,DR24,2026-03-16
7091,IGHG1,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
3455,IGLC2,0.0,,mapping_unresolved,synthetic_zero_to_unknown,,0,DR24,2026-03-16
2040,IL10,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il10,0,DR24,2026-03-16
19453,IL11RA,0.0,,mapping_ambiguous,synthetic_zero_to_unknown,Il11ra1|Il11ra2|Il11ra3,0,DR24,2026-03-16
7105,IL17C,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il17c,0,DR24,2026-03-16
5500,IL17D,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il17d,0,DR24,2026-03-16
1242,IL18,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Il18,19,DR24,2026-03-16
1377,IL1B,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il1b,0,DR24,2026-03-16
4100,IL1RAP,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il1rap,0,DR24,2026-03-16
1155,IL23A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il23a,0,DR24,2026-03-16
1802,IL2RG,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il2rg,0,DR24,2026-03-16
3830,IL3RA,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Il3ra,16,DR24,2026-03-16
5222,IL4R,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il4ra,0,DR24,2026-03-16
1807,IL5,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il5,0,DR24,2026-03-16
6665,IL5RA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il5ra,0,DR24,2026-03-16
406,IL6,0.0,0.0,adequately_phenotyped_no_significant,unchanged,Il6,19,DR24,2026-03-16
77,IL6R,0.0,4.0,significant_phenotype,synthetic_zero_to_observed,Il6ra,21,DR24,2026-03-16
2365,IL7R,0.0,,not_phenotyped,synthetic_zero_to_unknown,Il7r,0,DR24,2026-03-16
20900,IMPDH1,,,not_phenotyped,remains_unknown,Impdh1,0,DR24,2026-03-16
19548,INHA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Inha,0,DR24,2026-03-16
6027,INHBA,0.0,,not_phenotyped,synthetic_zero_to_unknown,Inhba,0,DR24,2026-03-16
6525,INPP5D,,,insufficient_phenotyping,remains_unknown,Inpp5d,2,DR24,2026-03-16
17836,INSC,0.0,,not_phenotyped,synthetic_zero_to_unknown,Insc,0,DR24,2026-03-16
727,INSR,0.0,,not_phenotyped,synthetic_zero_to_unknown,Insr,0,DR24,2026-03-16
1527,ITGB7,0.0,,not_phenotyped,synthetic_zero_to_unknown,Itgb7,0,DR24,2026-03-16
4648,JAK1,0.0,,not_phenotyped,synthetic_zero_to_unknown,Jak1,0,DR24,2026-03-16
2878,JAK2,0.0,,not_phenotyped,synthetic_zero_to_unknown,Jak2,0,DR24,2026-03-16
17502,KAT6A,0.0,,not_phenotyped,synthetic_zero_to_unknown,Kat6a,0,DR24,2026-03-16
2053,KCNA3,0.0,,not_phenotyped,synthetic_zero_to_unknown,Kcna3,0,DR24,2026-03-16
